PC1,PC2,PC3,Bankrupt?
-7.338294380165596,0.3732944272282842,-0.3090136675067089,1
-2.7037131253224937,-0.9863463976665414,-2.155617032211615,1
-4.307058625283268,-0.4047000054745313,-0.3098010822189003,1
-5.830735689848045,-1.3856685080054514,-1.3011050915722908,1
-2.3431972557647383,-0.20174770837556763,0.8062673000273619,1
-6.681856433242162,-0.7741714988519054,-0.9274130175827445,1
-5.855967349062158,0.08214141149360296,-0.627970588921996,0
-0.4486398267542847,0.20361696121459502,0.4876189986745312,0
-0.5306493024058775,-1.3120217660561508,-0.004166472182342041,0
-0.3660751123072459,0.7356109601968853,1.246964891476818,0
-1.217175495129049,-1.5094490343171474,-2.7055050201693636,0
-1.60087163424065,-1.8133949741978865,-2.0743618574426974,0
-1.6415972394929608,-0.102063058085337,-0.5058802983939545,0
-1.7375134964775174,-0.8929280823132737,-0.45324563242472615,0
-0.4285942210435231,-1.5018545300389916,-2.758938912509218,0
0.003501489540420225,-0.744725171071416,-1.390658223081586,0
-0.9933655860240286,-2.363615962643178,-2.86341764122913,0
1.0272234650203806,-0.911606321671559,-1.5982051252588212,0
-1.179626671361029,0.17610480699142533,-0.4244802566282086,0
-0.19866567139395594,-1.3110922605353053,-0.8766839450774603,0
-0.3863549423239531,-2.4976950576514345,-3.9478233004506813,0
0.5514704388531921,-0.5623170396389617,0.031487673153968075,0
-0.698248385520065,-0.02581707600213746,-1.2227484261272297,0
-1.268050035766439,1.2801419306113817,-0.1278953566773845,0
-1.6592709485129973,2.254698838700708,0.7393426016064673,0
-3.392939705754458,-1.8223921445276965,-2.8458506527158764,0
0.046882099199554245,-0.8639787533375763,-1.6229807061646842,0
2.2596133661953934,-1.2535601674421235,-1.3953547480454156,0
-0.5274894374050912,-1.3105820115650162,-1.446633845108974,0
-5.964720351029449,2.5190185983379663,1.62082421749473,1
-5.678208612692555,1.3990758121354203,-1.2903881661661973,1
-3.3220952147912017,1.2842483166344212,-0.26196608789226705,0
-0.8369789624208054,0.220489253277571,0.3956072360632148,0
-0.723175195342344,-1.2202834379744962,-0.09231377199552714,0
-1.007614687576548,0.912768898130434,2.0895148411813524,0
-1.589318026617851,-1.4356409302766824,-2.912641508456837,0
-2.497696819595316,-1.196645505530743,-1.8933271570641075,0
-1.8644728864050595,-0.46121688372648906,-0.9079234562578453,0
-1.548168958265038,-1.3816043605751362,-1.2058668583679268,0
-1.3079841305468227,-2.037503234320545,-2.446226132163418,0
-0.18016030650788892,-0.679310967934062,-1.6936810980688513,0
-1.0869883472072586,-2.1465263681162905,-2.5649878654048437,0
0.18898003231442764,-0.8616196418720201,-1.039103032201464,0
-0.49957899937582145,0.7625780333860793,0.06672179260345572,0
0.0571730633093242,-0.938276838918559,-0.7869645237863943,0
-0.4802673670088907,-2.2654020141883935,-3.95382861050752,0
0.4603620992606421,-0.47721764085408075,0.3047914825583402,0
-0.1271946161127078,0.21754497988031024,-0.9375533906331875,0
-2.2509121952858346,1.2222309074573081,-0.5379132543658903,0
-1.7679329827242964,1.6750601334162418,0.5904930654191364,0
-2.954378801801407,-1.5128424477663511,-2.9225227903657416,0
0.08351309186628696,-0.890777222968919,-1.850337429920251,0
0.4897546361026112,-1.0863750477357639,-0.23682893886593212,0
-0.6370465610568306,-0.9374892422935897,-0.8362491309356638,0
-4.7060996821190875,0.4997740359868058,-1.8986873447722925,1
-5.057287597874915,3.6465298347528043,0.3400493155267013,1
-11.708124439841024,-16.393248511873797,16.697704501630096,1
-7.069558374039271,1.7311866926840611,1.05846909629557,1
-3.114785886022411,0.7521725831050151,-0.5589354719802787,0
-1.3929678718320704,0.7930088705840331,0.8143450016006677,0
-0.4274824217403146,-1.6525126104896464,-0.44352256044306565,0
-1.5104640055650254,0.16504652256208138,1.2656639234002067,0
-1.8607878850285005,-1.6050065001822242,-2.826205080598985,0
-1.9826733317242557,-0.4256779216995525,-1.240184692755996,0
-2.871130964040912,-0.4652594270495167,-0.7800793491748552,0
-1.3239362918210658,-1.24926272613233,-0.7323542194168443,0
-2.210108189993661,-1.7134924680234356,-1.0344099169829786,0
-0.5544820244841525,-0.8285806648506335,-1.6255423498318557,0
-1.4668813132289802,-2.5736003433095958,-3.2998241047402224,0
-0.6794058991255649,-0.27892963027087747,-1.1809622114557443,0
0.8254619537363838,0.40883009479712,-0.14975617806726033,0
0.6138965963385062,-0.8949744553412565,-0.9548072182840583,0
-0.3670879410961417,-2.5103275451989813,-4.082995684929895,0
1.7074254670870797,-0.25403461356946017,0.47617510460120366,0
-0.08495147490771551,0.1708120729650848,-0.4308522886931603,0
-1.8419147396572104,0.923313412403112,-0.5309877600214393,0
-1.6119128821786683,2.165701591088078,1.1503099482227013,0
-2.5523928359617094,-1.1532960294522048,-2.732425678993805,0
1.2132415144142188,-0.5401297251481464,-0.9286001968200526,0
1.5874175205073093,-1.924542460174298,-1.7770625217440377,0
-0.3631548028890124,-1.6611785741288267,-1.8340091042299167,0
-4.831883031407407,0.7712291500899059,2.3230439376218293,1
-3.482807428815732,0.016135129203357246,-1.3098916041307327,0
-1.6425952257617837,0.5281483482049906,0.6014935866041224,0
-0.19032791450828762,-1.9083201188531205,-0.7550970763205076,0
-2.6765654106143906,1.0759116586094364,2.7477589660849184,0
-1.6932724691150791,-1.309779796688746,-2.8612506514055536,0
-2.3267549212282614,-0.0038159482976099176,-0.7824671729161616,0
-2.5973358500444896,-0.3703272388585329,-1.0829666333973142,0
-1.482031281311904,-0.90817714012281,-0.1985195432603563,0
-2.284673780420129,-1.077948130013666,0.4643875298750485,0
0.4502090427847372,-0.5750805648841809,-1.4984493332406723,0
-0.4517092169019711,-2.176763071925788,-2.8172382224178367,0
-0.7649831224852941,-0.6136404349278264,-1.2168150928607828,0
0.22759709935016023,0.13170214488143753,-0.5250243373853949,0
0.9448538715041728,-0.5374243219833027,-0.9843881562771094,0
-0.12318491936924726,-2.509497252663921,-3.4601450442376156,0
-0.20538245412036368,-0.13571380721098397,0.984298729840145,0
0.7974747357199513,0.04488561825930044,-0.7835667908378676,0
-1.6001151499045487,0.6819373436738307,-0.8120815010942151,0
-0.9383061341062605,1.6642202560703565,1.3198745868564097,0
-2.5669832232667047,-1.2827118572742835,-2.9271294553345113,0
1.1609215694256434,-0.6510983699907705,-0.9894334421468503,0
-0.3386929207990251,-1.528632713821135,-1.7834354485066033,0
-0.9909605061023294,-1.629989529892851,-1.2089338484194063,0
-1.205697194069352,1.7836174941896201,0.32047777725370935,1
-3.257982832938779,0.11368421292990621,-2.220504434575652,1
-0.2514333925810467,-0.8850050849103758,-3.2818799074701412,0
0.757102371534543,-0.15117218062076038,-2.3974122227086334,0
-2.6949460156559186,-1.8323952824228757,-1.9141034490253617,0
-3.608657156021395,-0.5596557693222062,-0.24902961303534749,0
-1.1129746456124672,-0.6275667653716999,-0.4032271403538152,0
-0.9112271610160215,-2.550748235168588,-1.5364339047863755,0
-0.6672033168230731,-1.7630644620449483,-1.4444743412349024,0
1.1528343454170111,-0.6468608893947071,-1.0117554782483573,0
-0.6029981698616126,-1.3959224168271729,-0.9580610401309286,0
-1.2297316666904552,-0.44214577304392255,-1.6290460608783126,0
