PC1,PC2,PC3,Bankrupt?
-3.3689713297199417,4.049083604692785,9.756593790608555,0
6.974735599488105,9.657042961009198,-4.051267352975012,0
-6.941406777004659,-0.315222001792923,0.6495985487663299,0
8.35449538251875,-4.097799401093425,1.2329958275018595,1
-2.170427685253109,1.4635061027161496,-0.07678451048056528,0
2.109910794697508,1.7988667857294864,0.7725555824642594,0
-0.45256554363992585,-1.7485407382589486,0.04395086943470193,0
5.116128577637021,-6.153755784131136,0.304705749216979,1
-7.0548206968815785,0.7886218946241067,-6.64892372793027,0
-2.5670783218421738,-5.441803423495292,-1.983424776606837,0
