PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Bankrupt?
-7.338294380165596,0.3732944272282842,-0.3090136675067089,-1.0216422768014826,0.16279837823820045,1.4482999139765078,-0.7105905046561435,1.19531734095497,-0.5355362112626002,1.6657684553985839,1
-2.7037131253224937,-0.9863463976665414,-2.155617032211615,-2.4736437160047244,0.8356919529142082,0.6070470653491017,-0.3244404955126175,1.3616567108608637,-0.4092461033284943,0.6931918578242405,1
-4.307058625283268,-0.4047000054745313,-0.3098010822189003,-0.7298649938084135,0.33572306355103493,-0.19889841605950234,0.01602217080098691,0.56278907257177,-0.5015303910293528,1.7932981554497425,1
-5.830735689848045,-1.3856685080054514,-1.3011050915722908,-2.160071271675227,0.7315323359393088,1.043663552959666,0.5584756010987705,-0.1957039950447695,0.7057317241701799,0.024977227420493922,1
-2.3431972557647383,-0.20174770837556763,0.8062673000273619,-0.8949124317778866,0.2036523118438565,0.2669313542242848,0.34923771184826996,-0.20199729712887346,0.6047129995518268,-1.1765319172107385,1
-6.681856433242162,-0.7741714988519054,-0.9274130175827445,-1.612983698079361,0.4329666865166336,2.4719166833869632,0.46323468470275786,0.19096534722598327,0.5679729362562315,1.592355468308319,1
-5.855967349062158,0.08214141149360296,-0.627970588921996,-0.03304170636692297,0.18715896441301774,1.688967759249705,-1.1358852563983268,2.0906966835119283,-0.9232828302992689,0.7502072155163274,0
-0.4486398267542847,0.20361696121459502,0.4876189986745312,-1.1860154638653462,0.33383291414547633,0.5801631573980077,0.741091688609501,-0.25817773249431325,0.8301049279645923,-1.7160136426345267,0
-0.5306493024058775,-1.3120217660561508,-0.004166472182342041,0.5849619787564232,0.009089971335376049,-0.7249019782880809,0.19201313395901753,-0.5664413765708429,0.4889952921484637,-0.6691490415676471,0
-0.3660751123072459,0.7356109601968853,1.246964891476818,-0.4691738165062288,0.14441978653829884,1.1002243679066437,0.966121198631726,-0.390256981295779,1.0505381620954795,-1.6972693433098311,0
-1.217175495129049,-1.5094490343171474,-2.7055050201693636,-2.1801756702128414,0.6597657659410845,0.13334410644161293,-0.25416921167466267,0.8999119566551399,-0.3319467267921817,0.4731426202350983,0
-1.60087163424065,-1.8133949741978865,-2.0743618574426974,-0.4679146114234511,0.3606351297206658,0.3641105661004011,-0.8659653414117023,1.3752036215292351,-0.6103789521641689,-0.03470016854405492,0
-1.6415972394929608,-0.102063058085337,-0.5058802983939545,-1.363693063101816,0.413754395526504,0.6127541083674612,-0.3313182196715286,0.9914999987551394,-0.0368833736259109,-0.8267236274990437,0
-1.7375134964775174,-0.8929280823132737,-0.45324563242472615,-1.0763157673774721,0.4649501191992227,0.6819099850770755,0.6410215216281716,-0.01726405375159067,0.7628925065351201,-1.0302492121004028,0
-0.4285942210435231,-1.5018545300389916,-2.758938912509218,-2.4623987493517348,0.9077298370493412,0.21965715704881905,0.5944263327254534,0.16791802778920892,0.4483219924292941,-0.15008732891254312,0
0.003501489540420225,-0.744725171071416,-1.390658223081586,-0.6264912551452743,0.30812274808945533,0.9755923065284693,-0.5867501099460675,1.330423176974555,-0.28495809527967386,-0.9473252860190505,0
-0.9933655860240286,-2.363615962643178,-2.86341764122913,-1.3989784646567085,0.6119234841370255,-0.7106480836879693,-0.28065531971558494,0.15959477234164518,-0.11064063029476287,0.5775773797716957,0
1.0272234650203806,-0.911606321671559,-1.5982051252588212,-0.6417661948804745,0.3542565394862886,-0.20205274528758355,-0.5856084103388891,0.8493524436024376,-0.3568978342577488,-0.9724202109857035,0
-1.179626671361029,0.17610480699142533,-0.4244802566282086,-1.606845743000513,0.4431367152713214,0.953890816169932,0.6895146744841353,-0.07891118186683141,0.6205682940067226,-0.4176725452485607,0
-0.19866567139395594,-1.3110922605353053,-0.8766839450774603,0.8607273920684504,0.03336787778242922,0.30480579355272314,-1.5590535980893232,2.0259118928149604,-0.936098975006158,-1.3399013249683527,0
-0.3863549423239531,-2.4976950576514345,-3.9478233004506813,-1.8435636745146622,0.9115368956423002,0.30011402409368676,-0.5837423736385855,1.4172230314653538,-0.5595650699572328,0.23133223321757518,0
0.5514704388531921,-0.5623170396389617,0.031487673153968075,0.4023991910493617,0.08277100244816211,0.3798145316788767,0.3312284312426747,-0.06086156598366411,0.4343754462456097,-0.3936244892394418,0
-0.698248385520065,-0.02581707600213746,-1.2227484261272297,-1.367861415168168,0.4348979412423522,1.7136360693839494,-0.39594534697161804,1.4920164693861075,-0.13751612997281723,-0.771961890021653,0
-1.268050035766439,1.2801419306113817,-0.1278953566773845,-0.6854525448959051,0.10358948911128535,1.3543866109593168,-0.24371384999843893,0.7264325149010921,-0.21927342271485603,0.46607594685978404,0
-1.6592709485129973,2.254698838700708,0.7393426016064673,-1.6903332535992013,0.31382866059063635,1.918203924201933,0.3331244607837504,0.7681562867979792,0.3522888622744517,-1.192655540667606,0
-3.392939705754458,-1.8223921445276965,-2.8458506527158764,-1.9251202921523853,0.8130259805190935,1.0974183617673967,-0.35295683574845077,1.3296541671802837,-0.3206708270606649,0.6063378734744768,0
0.046882099199554245,-0.8639787533375763,-1.6229807061646842,-0.9520304625787046,0.3248988094602952,1.24654610584869,-0.9683074351610209,1.5804865719736039,-0.409665522849279,-1.3480524337990545,0
